Date,Close,High,Low,Open,Volume
27-06-2007,21.88,21.88,21.88,21.88,0
28-06-2007,21.48,21.48,21.48,21.48,0
29-06-2007,21.56,21.56,21.56,21.56,0
02-07-2007,21.3,21.3,21.3,21.3,0
03-07-2007,21.05,21.05,21.05,21.05,0
04-07-2007,20.76,20.76,20.76,20.76,0
05-07-2007,20.51,20.51,20.51,20.51,0
06-07-2007,20.42,20.42,20.42,20.42,0
09-07-2007,19.75,19.75,19.75,19.75,0
10-07-2007,19.52,19.52,19.52,19.52,0
11-07-2007,19.56,19.56,19.56,19.56,0
12-07-2007,19.31,19.31,19.31,19.31,0
13-07-2007,19.3,19.3,19.3,19.3,0
16-07-2007,19.09,19.09,19.09,19.09,0
17-07-2007,19.33,19.33,19.33,19.33,0
18-07-2007,19.87,19.87,19.87,19.87,0
19-07-2007,19.45,19.45,19.45,19.45,0
20-07-2007,19.25,19.25,19.25,19.25,0
23-07-2007,19.01,19.01,19.01,19.01,0
24-07-2007,19.22,19.22,19.22,19.22,0
25-07-2007,19.54,19.54,19.54,19.54,0
26-07-2007,21.24,21.24,21.24,21.24,0
27-07-2007,24,24,24,24,0
30-07-2007,23.2,23.2,23.2,23.2,0
31-07-2007,22.63,22.63,22.63,22.63,0
01-08-2007,24.21,24.21,24.21,24.21,0
02-08-2007,24.57,24.57,24.57,24.57,0
03-08-2007,24.64,24.64,24.64,24.64,0
06-08-2007,25.27,25.27,25.27,25.27,0
07-08-2007,25.08,25.08,25.08,25.08,0
08-08-2007,24.4,24.4,24.4,24.4,0
10-08-2007,26.1,26.1,26.1,26.1,0
13-08-2007,25.89,25.89,25.89,25.89,0
14-08-2007,25.9,25.9,25.9,25.9,0
15-08-2007,26.82,26.82,26.82,26.82,0
16-08-2007,30.23,30.23,30.23,30.23,0
17-08-2007,31.07,31.07,31.07,31.07,0
20-08-2007,30.01,30.01,30.01,30.01,0
21-08-2007,30.56,30.56,30.56,30.56,0
22-08-2007,28.85,28.85,28.85,28.85,0
23-08-2007,28.44,28.44,28.44,28.44,0
24-08-2007,28.21,28.21,28.21,28.21,0
27-08-2007,27.82,27.82,27.82,27.82,0
28-08-2007,27.8,27.8,27.8,27.8,0
29-08-2007,27.92,27.92,27.92,27.92,0
30-08-2007,27.62,27.62,27.62,27.62,0
31-08-2007,26.42,26.42,26.42,26.42,0
03-09-2007,26.05,26.05,26.05,26.05,0
04-09-2007,25.74,25.74,25.74,25.74,0
05-09-2007,25.89,25.89,25.89,25.89,0
06-09-2007,26.13,26.13,26.13,26.13,0
07-09-2007,26.33,26.33,26.33,26.33,0
10-09-2007,26.63,26.63,26.63,26.63,0
11-09-2007,25.73,25.73,25.73,25.73,0
12-09-2007,25.58,25.58,25.58,25.58,0
13-09-2007,25.56,25.56,25.56,25.56,0
14-09-2007,25.43,25.43,25.43,25.43,0
17-09-2007,25.64,25.64,25.64,25.64,0
18-09-2007,25.47,25.47,25.47,25.47,0
19-09-2007,24.96,24.96,24.96,24.96,0
20-09-2007,24.27,24.27,24.27,24.27,0
21-09-2007,24.36,24.36,24.36,24.36,0
25-09-2007,23.99,23.99,23.99,23.99,0
26-09-2007,23.75,23.75,23.75,23.75,0
27-09-2007,23.6,23.6,23.6,23.6,0
28-09-2007,23.09,23.09,23.09,23.09,0
01-10-2007,22.88,22.88,22.88,22.88,0
02-10-2007,22.15,22.15,22.15,22.15,0
03-10-2007,22.03,22.03,22.03,22.03,0
04-10-2007,22.1,22.1,22.1,22.1,0
05-10-2007,21.9,21.9,21.9,21.9,0
08-10-2007,21.79,21.79,21.79,21.79,0
09-10-2007,21.61,21.61,21.61,21.61,0
10-10-2007,21.15,21.15,21.15,21.15,0
11-10-2007,21.27,21.27,21.27,21.27,0
12-10-2007,21.11,21.11,21.11,21.11,0
15-10-2007,21.06,21.06,21.06,21.06,0
16-10-2007,21.65,21.65,21.65,21.65,0
17-10-2007,21.48,21.48,21.48,21.48,0
18-10-2007,21.66,21.66,21.66,21.66,0
19-10-2007,21.99,21.99,21.99,21.99,0
22-10-2007,22.96,22.96,22.96,22.96,0
23-10-2007,22.78,22.78,22.78,22.78,0
24-10-2007,23.39,23.39,23.39,23.39,0
25-10-2007,23.35,23.35,23.35,23.35,0
26-10-2007,23.2,23.16,23.16,23.2,0
29-10-2007,22.93,22.93,22.93,22.93,0
30-10-2007,22.71,22.71,22.71,22.71,0
31-10-2007,22.59,22.59,22.59,22.59,0
01-11-2007,23.67,23.67,23.67,23.67,0
02-11-2007,23.96,23.96,23.96,23.96,0
05-11-2007,24.88,24.88,24.88,24.88,0
06-11-2007,23.93,23.93,23.93,23.93,0
07-11-2007,24.09,24.09,24.09,24.09,0
08-11-2007,24,24,24,24,0
09-11-2007,23.95,23.95,23.95,23.95,0
12-11-2007,24.19,24.19,24.19,24.19,0
13-11-2007,24.55,24.55,24.55,24.55,0
14-11-2007,24.25,24.25,24.25,24.25,0
15-11-2007,25.35,25.35,25.35,25.35,0
16-11-2007,25.9,25.9,25.9,25.9,0
19-11-2007,26.75,26.75,26.75,26.75,0
20-11-2007,27.41,27.41,27.41,27.41,0
21-11-2007,28.1,28.11,28.11,28.1,0
22-11-2007,27.66,27.66,27.66,27.66,0
23-11-2007,27.13,27.13,27.13,27.13,0
26-11-2007,27.38,27.38,27.38,27.38,0
27-11-2007,27.9,27.9,27.9,27.9,0
28-11-2007,27.77,27.77,27.77,27.77,0
29-11-2007,27.4,27.4,27.4,27.4,0
30-11-2007,26.82,26.82,26.82,26.82,0
03-12-2007,26.48,26.48,26.48,26.48,0
04-12-2007,26.49,26.49,26.49,26.49,0
05-12-2007,26.28,26.28,26.28,26.28,0
06-12-2007,26.49,26.49,26.49,26.49,0
07-12-2007,25.56,25.56,25.56,25.56,0
10-12-2007,25.43,25.43,25.43,25.43,0
11-12-2007,25.13,25.13,25.13,25.13,0
12-12-2007,25.48,25.48,25.48,25.48,0
